ID,Description,Source,Root_Form,Root_Gloss,Root_Language,Comment,Justification,revised_by,Ideophonic,Dyen,proposedAsCognateTo_pk,proposedAsCognateToScale,parallelDerivation,Root_Form_calc,Root_Language_calc,supersetid
5787,,"84[{S.v. Engl. wing, from Middle English (first in plural forms wenge, wengen, wenges), ultimately borrowed from Old Norse vængir.}]",wenge,,Middle English,,Loan from Old Norse vængir ([Oxford English Dictionary (OED)](src-84)).,4,false,,,0,false,,,
5789,,,[strī-],,[Sanskrit],,"Parallel loans from Sanskrit strī- 'woman, female, wife'.",,false,,,0,false,,,
5792,,"442[167{S.v. 3245 *kuḍa- (1) 'boy, son', ˚ḍī- 'girl, daughter'. [Prob. ← Mu. (Sant. Muṇḍari koṛa 'boy', kuṛi 'girl', Ho koa, kui, Kūrkū kōn, kōnjē)| or ← Drav. (Tam. kur̤a 'young', Kan. koḍa 'youth') … Cf. kuḍáti 'acts like a child' Dhātup.] (Ph. kuṛĭ̄ 'woman, wife').}]",*kuḍī-,,Indic,"cf. Turner 1962-66, no. 3245","Modern Indic lexemes continuing *kuḍī- 'girl, daughter', probably a loanword from Munda or Dravidian, cf. Skt. kuḍáti 'acts like a child' (Dhātup.) ([Turner 1962–1966](src-442):167 no. 3245).",4,false,,,0,false,,,
5794,,,jāṅgala-,,(Sanskrit),,"Parallel loans from Sanskrit jāṅgala- 'jungle, wild forest'.",,false,,,0,false,,,
5795,,"386[474-476{S.v. OHG busc, bosc 'Busch, Strauch, Gebüsch, Brombeerbuch, frutex, silva, rubus'. In earlier literature the Germanic words words were considered to be a loanword from Medieval Latin buscus, boscus 'Wald, Gebüsch', but given that there is no satisfactory etymology for these Latin forms, more recent literature considers the forms to be inherited in Germanic. The Proto-Germanic form would be *ƀuskaz (maybe with a variant with long *-ū-) and is normally related to PIE *bʰeu̯-, bʰū- 'to inflate, to swell/to grow', either with an PIE -s- extension and then Germanic -k-extension, or with an -sk-extension as found e.g. in OHG frosc 'frog'. The semantic development is assumed to have been 'swelling' > 'voluptous, sumptous, ample' > 'ample growth of plants'. With Th. Braune 1912, EWA assumes that the Romance lexemes in [cognate set 347](cog-347) are loans from Germanic.}];397[165{S.v. NHG Busch (MHG busch, bosch(e), OHG busc, bosc, OS *(brāmal-)busc, from *buski-, *buskōn-. The word has no clear comparisons outside of Germanic. Medieval Latin boscus with Fr. bois, It. bosco, has no earlier origins in Classical Latin. Perhaps there was a common borrowing from a third source| there is no known corresponding word in Celtic.}]",?*bosk-,,Proto-Germanic,,"Considered to be a loanword from Medieval Latin boscus in earlier literature, but given that the Medieval Latin form (and its descendants in modern Romance languages) have no clear etymology from earlier Italic, the Germanic forms are now generally considered to be inherited, although their further etymology is obscure. It remains possible that the Medieval Latin and the Germanic forms are independent borrowings from a third source (cf. [EWA 2](src-386):474-476, [Kluge 2011](src-397):165).",4,false,,,0,false,,,
5811,,"141[456{S.v. ?2.*neu̯d- 'stoßen' (IEW 767).}];172[II:58{S.v. Ved. √nod- 'stoßen, hinstoßen, antreiben', further etymology unclear.}]",*nau̯d-,,Proto-Indo-Iranic,,No certain etymology outside of Indo-Iranic ([EWAia](src-172) II:58); [LIV²](src-141) 456 mechanically reconstructs PIE ?2. *neu̯d- 'stoßen' (cf. [IEW](src-49) 767).,4,false,,,0,false,,,
5812,,"345[356-357{S.v. TochB nätk- 'thrust/push (away)| thrust forward, urge'. TochA & TochB forms reflect Proto-Tocharian *nätk-. Proposed to PIE *nud-sk̑e/o- (Skt. nudati, otherwise isolated, cf. [KEWA](src-399) II:176), but this is formally difficult from a Tocharian point of view. Further etymological connections are uncertain.}];341[682-683{S.v. TochAB nätk- 'fernhalten, wegstoßen', 'to push off, push away', formerly connected to *neu̯d- (LIV² ?2.*neu̯d-, without Tocharian) by Jasanoff (1978b:39) with a derived present *nud-sk̑e/o-, but the etymology does not fit the root-initial palatalisation found in the Tocharian B preterite forms (ñätka, etc.).  The phenomenon is better accounted for by assuming a pre-Proto-Tocharian form *n(e/i)T-sk-.}];645[39]",*nətk-,,Proto-Tocharian,,"Proposed to Sanskrit nudati (otherwise isolated, cf. [KEWA](src-399) II:176, [LIV²](src-141) 456 s.v. ?2. *neu̯d- 'stoßen') by [Jasanoff 1978b](src-645):39 via a pre-form *nud-sk̑e/o-, but this connection is formally difficult from a Tocharian perspective (cf. [Malzahn 2010](src-341):682-683, [Adams 2013](src-345):356-357 for further discussion).",4,false,,,0,false,,,
5813,,"345[48{S.v. TochB āmp- 'rot, putrify', a probable loanword from Middle Iranian *hampu- 'rot, fester'.  Cf. Khotanese hambūtä- 'rotted, festering', Zoroastrian Pahlavi hambūsītan, Modern Persian ambūsīdan 'to rot, fester'.}]",āmpau,,Tocharian B,,Probably a loanword from Middle Iranian ([Adams 2013](src-345):48).,4,false,,,0,false,,,
5814,,"345[628{S.v. TochB waräñce* 'sand' ""Clearly related to TchA wāryāñc 'id.', it is nonetheless not directly equatable. Neither the TchA long vowels nor the -y- are matched by anything in Tocharian B. Extra-Tocharian cognates are most unsure. The TchA *wār- might allow us to connect the word with the heretofore isolated Sanskrit vāluka- 'sand'""}]",*warVnce,,Proto-Tocharian,,Extra-Tocharian connections uncertain ([Adams 2013](src-345):628).,4,false,,,0,false,,,
5815,,"341[343-344, 909-910{S.v. TochAB we-ñ- 'sagen, sprechen', 'say, speak'. Usually derived from PIE *u̯ekʷ-n-i̯e/o- from √*u̯ekʷ-, but this would not have yielded the Tocharian forms as attested if the form is regularly syllabified according to the rules of PIE syllabification (i.e. *u̯ekʷ-n̥-i̯e/o).  The Tocharian forms must therefore be derived from *h₂u̯edH- 'utter' ([LIV²](src-141) 286) via *h₂u̯od-n(h₂)-e/o- or *h₂u̯oden-i̯e/o-.}];345[658-660{Cf. s.v. TochB we- 'speak, say, state', tell'.}];141[286{Cf. s.v. *h₂u̯edH- 'tönen, sprechen' (IEW 76-7) [without Tocharian cognates].}]",*h₂u̯edH-,,Proto-Indo-European,,"For the root etymology, cf. [Malzahn 2010](src-341):909-910, with references to further literature; cf. also discussion by [Adams 2013](src-345):658-660.",4,false,,,0,false,,,140
5816,,"345[166-167, 686{S.v. TochB śäktālye 'seed' which with TochA śäktālyi reflect Proto-Tocharian *ćäktālye-, probably to be related to kät- ‘strew’.  The exact details of the stem formation are not clear but it is probably from a reduplicated present formation *ki-kₑd-ehₐ-.  Proto-Tocharian *kät- 'strew (on purpose)| sow (seeds)' goes back to PIE *(s)kedhₐ- 'scatter' (cf. Gk. σκεδάννυμι, σκίδνημι 'scatter, strew', Engl. 'shatter, scatter', Lith. kedė́ti 'burst', with possible other cognates in other IE branches.}];141[550-551{Cf. s.v. *(s)kedh₂- 'zersplittern, zerstreuen' (IEW 918-919).}];341[564-565{Cf. s.v. TochAB kät- 'streuen, strew', from PIE *(s)kedh₂- 'zersplittern, zerstreuen' (LIV² 550f.).}]",*(s)kedh₂-,,Proto-Indo-European,,"Probably a formation derived from TochAB kät- 'strew (on purpose); sow (seeds)' ([Adams 2013](src-345):686), further to PIE *(s)kedh₂- 'shatter, disperse' ([Malzahn 2010](src-341):564-565, [Adams 2013](src-345):166-167, cf. [LIV²](src-141) 550-551).",4,false,,,0,false,,,
5818,,"66[238{S.v. Gk. βρέχω 'to wet, drench', possibly related to Latv. merguôt 'rain slowly', merga 'soft rain' to a root *mergʰ- 'wet, moisten'. This however would require the assumption of a Schwebeablaut variant *mregʰ- to account for βρέχ-.}];270[195{S.v. βρέχω 'tremper, inonder, remplir d'eau'. Etymology obscure. Long assumptions of a possible connection with words in Balto-Slavic in Latv. merguôt 'pleuvoir doucement', Ru. morositi 'id.'}]",βρέχω,,Greek: Ancient,,"Perfect medio-passive participle < *βρέγμενος to βρέχομαι, the medio-passive of Ancient Greek βρέχω 'to wet, moisten'. Further etymology obscure; older literature assumed a Schwebeablaut variant *mregʰ- to a root *mergʰ- 'to moisten' only otherwise found in Balto-Slavic, cf. [Chantraine 1968–1980](src-270):195, [Beekes 2010](src-66):238 for further discussion (not in [LIV²](src-141)).",4,false,,,0,false,,,
5819,,"66[106{S.v. AGk. ἄνθρωπος 'man'| it resembles Hitt. antuu̯aḫḫaš, antuḫš- 'man', but this is superficial since the Hittite word can be derived from *h₁en-dʰu(e)h₂-s- 'having breath/spirit inside'. No IE explanation has been found, so the word is probably of substratum origin.}];269[{The Mycenaean attestation of a-to-ro-qo [antʰró̞ːkʷo-] necessitates postulating a labiovelar *-kʷ- in the Proto-Greek form.}];270[90-91{S.v. AGk. ἄνθρωπος 'homme, être humain'. Etymology unclear (see [Frisk 1960-1972](src-174) for various older hypotheses). Mycenaean atoroqo could suggest the existence of a second term -ōkʷo- (expressing the idea of face or appearance?), cf. ὄψ 'eye', πρόσωπον 'face' but this remains speculative.}]",*antʰrōkʷo-,,Proto-Greek,,"Etymology outside of Greek unclear, possibly a prehistoric loanword (cf. [Chantraine 1968–1980](src-270):90-91, [Beekes 2010](src-66):106).",4,false,,,0,false,,,56
5820,,"382[131{Cf. s.v. SMG ανασαίνω, from Medieval Greek ἀνασαίνω, formed as a denominal verb in -αινω from Ancient Greek ἄνεσις 'loosening, relaxing'.}];66[581-582{Cf. s.v. AGk. ἵημι 'send (away), let go, throw', from PIE *(H)i̯eh₁-. Gk. ἄνεσις is an abstract noun (adv. ἀνα- + ἕσις) from the same root.}];141[225{Cf. s.v. *Hi̯eh₁- 'werfen' (IEW 502).}]",*Hi̯eh₁-,,Proto-Indo-European,,"Cf. Standard Modern Greek ανασαίνω, from Medieval Greek ἀνασαίνω, formed as a denominal verb in -αίνω from the Ancient Greek abstract noun ἄνεσις 'loosening, relaxing' ([Babinotis 2010](src-382):131), further to Ancient Greek ἵημι 'to send away, let go, throw' from PIE *Hi̯eh₁- 'to throw' ([Beekes 2010](src-66):581-582, [LIV²](src-141) 225).",4,false,,,0,false,,,25
5825,,"66[727-728{S.v. κοβαλεύω 'to carry as a porter', a denominal verb from κόβαλος 'porter, transport worker'.  No known cognates outside of Greek.}];382[717{S.v. κουβάλω, from Ancient Greek κοβαλεύω 'to carry as a porter'.}];270[550{S.v. AGk. κόβαλος 'vaurien, filou, voyou'. Of obscure origins| the previously proposed connection to κοάλεμος 'stupid person' is very vague| likewise to καβάλλης, caballus remains indemonstrable.}]",κόβαλος / kóbalos,,Greek: Ancient,,"From Ancient Greek κοβαλεύω 'to carry as a porter', a derived verb from the nominal κόβαλος ([Babinotis 2010](src-382):717); further origins obscure (cf. [Chantraine 1968–1980](src-270):550, [Beekes 2010](src-66):727-728}).",4,false,,,0,false,,,
5826,,"382[1207{S.v. SMG ράχη, from Ancient Greek ῥάχις 'lower part of the back| spine'.}];66[1277-1278{S.v. ῥαχίς, -ιος 'spine, back', often metaphorically 'ridge'. Older literature compares ῥάχις 'spine| back' to Lith. ražis 'stubble', from a preform *urág̑ʰ-i-, but Beekes rejects IE connections on the basis that the apparent *a ~ *ā ablaut found in ῥᾱχός (Ion. ῥηχός) 'thorn-hedge, twig' cannot be Indo-European in origin.}];270[968-969{S.v. ῥάχις, -ιος 'colonne vertébrale, échine'. One connects in view of [IEW](src-49) 1180 to Lith. ražỹs 'chaume' with rãžas 'chaume, pointe de fourche, branche sèche'.}]",ῥάχις / rháchis,,Greek: Ancient,,"Hellenic lexemes continuing Ancient Greek ῥάχις 'spine, back' ([Babinotis 2010](src-382):1207). Further etymology outside of Greek disputed; older literature compares to Lith. ražis 'stubble', from a preform *urág̑ʰ-i-, although the supposition of such a form would require postulating *a ~ *ā ablaut (with a full or lengthened grade in ῥᾱχός or ῥηχός) (cf. [IEW](src-49) 1180, [Chantraine 1968–1980](src-270):968-969, [Beekes 2010](src-66):1277-1278).",4,false,,,0,false,,,66
5827,,"382[1325{S.v. στεγνός 'dry', from Ancient Greek στεγνός 'watertight, waterproof' (as subst. τὸ στεγνόν 'covered dwelling').}];66[1393{S.v. στέγω 'to cover'. Ancient Greek στεγνός is a derived adjective from στέγω, ultimately from PIE *(s)teg- 'cover, roof' (cf. Lat. tegō 'to cover', OIr. teg 'house', OHG dah 'roof').}];270[1046{Cf. s.v. AGk. στέγω 'mettre à l'abri, couvrir, protéger'.}];141[589{Cf. s.v. *(s)teg- 'decken, bedecken' (IEW 1013-4).}]",*(s)teg-,,Proto-Indo-European,,"Modern Greek lexemes from Ancient Greek στεγνός 'watertight, waterproof', originally as a substantive τὸ στεγνόν 'covered dwelling' ([Babinotis 2010](src-382):1325). Further derived from PIE *(s)teg- 'to cover' ([Chantraine 1968–1980](src-270):1046, [Beekes 2010](src-66):1393, cf. [LIV²](src-141) 589).",4,false,,,0,false,,,462
5830,,"66[59{Cf. s.v. Ancient Greek ἄκων, -οντος 'javelin, dart', derived from PIE *h₂ek̑- 'sharp, point'. The verb ἀκοντίζω 'to hurl a javelin' is in turn derived from this noun.}];464[{Tsakonian Propontis κ̔ουντώ < MedG κουντώ, ασκουντώ < AG ἀκοντίζω.}]",*h₂ek̑-,,Proto-Indo-European,,"Modern Greek forms in this class continue Ancient Greek ἀκοντίζω 'hurl a javelin' (Nikos Liosis, p.c.), a derivative to Ancient Greek ἄκων, -οντος 'javelin, dart', in turn derived from the PIE root *h₂ek̑- 'sharp, point' ([Beekes 2010](src-66):59).",4,false,,,0,false,,,127
5846,,"442[191{S.v. 3677 Skt. *kṣāradhānikā 'receptacle for ashes'. [kṣārá- 'caustic substance',1 dhā́na- 'container'] > N. kharāni 'ashes'.}];399[I:288{S.v. Skt. kṣāráḥ 'beizend, brennend, scharf / caustic, sharp' to the same root as kṣā́yati 'brennt / burns'.}];172[I:430{S.v. Ved. √kṣā-¹ 'brennen', no secure connections outside of Indo-Iranic.}]",kṣārá-,,Sanskrit,,"As though from a Sanskrit compound *kṣāradhānikā 'receptacle for ashes' (kṣārá- 'caustic substance', dhā́na- 'container'; cf. [Turner 1962–1966](src-442):191, no. 3677). Further connections outside of Indo-Iranic are uncertain (cf. [EWAia](src-172) I:430, [KEWA](src-399) I:288).",4,false,,,0,false,,,
5848,,,[بد / bad],,[Persian],,Parallel loans from Persian بد bad 'bad',,false,,,0,false,,,
5854,,,[پرنده / parandeh],,[Persian],,,,false,,,0,false,,,
5855,,,pakṣī,,Sanskrit,,"Parallel Sanskritisms, cf. [cognate set 754](cog-754).",,false,,,0,false,,,
5856,,"321[409{S.v. Wa. xun 'дом, жилище'. An old borrowing from Tadj./Pers. xāna- 'house'.}];334[551{S.v. xūn 'house' – Prs., early lw.}]",xun,,Wakhi,,An old borrowing from Persian/Tajik xān(a)- 'house' ([Steblin-Kamenskij 1999](src-321):409).,4,false,,,0,false,,,
5857,,"178[II:657{S.v. сладкий 'süß', a Church Slavic loanword used in place of the inherited Russian lexeme солодкий.}];598[III:666{S.v. Ru. сладкий, a loanword from Church Slavic, used in place of inherited солодкий.}]",сладкий / sladkij,,Russian,,"Loan from Church Slavonic used in place of the inherited Russian lexeme солодкий ([Vasmer 1953-1958](src-178) II:657, [Vasmer 1986-1987](src-598) III:666).",4,false,,,0,false,,,
5858,,"271[{S.v. SMG υγρός, a inner-Greek borrowing from Ancient Greek ὑγρός 'wet'.}]",υγρός / ugrós,,Greek: Modern Std,,"Learned re-introduction (or adaptation) of Ancient Greek ὑγρός 'wet', lacking the characteristic loss of initial unstressed vowels found elsewhere in Modern Greek (cf. [Andriotis 1999](src-271)).",4,false,,,0,false,,,
5859,,600[3: 388{It is a loanword from Middle German made 'worm'.}],modåi,,Polabian,,Loanword from Middle Low German made 'worm' ([Polański 1962-1994](src-600) III:388).,11,false,,,0,false,,,
5862,,,[سال / sāl],,[Persian],,"Parallel loans from Persian. The Pamir words (Wakhi, Sarikoli) are probably loaned from Tajik.",,false,,,0,false,,,
5863,,"360[I:127{Loanword from Russian, cf. discussion s.v. Lith. gadyna 'Zeit, Stunde, Jahr' < WRu. godina and s.v. Lith. gãdyti 'versöhnen, aussöhnen' < WRu. goditъ.}]",gads,,Latvian,,Loanword from Russian год 'year' (cf. [Fraenkel 1962–1965](src-360) I:127).,4,false,,,0,false,,,
5866,,"680[120{S.v. Khw. pwst 'skin' from OPers. pawastā, as NP pūst.}];172[105 (Vol. II)]",*pau̯ásta-,,Proto-Indo-Iranic,"Original meaning probably ""Hülle, Decke"". Note that Persian requires accent shift to *páu̯astā- for *áu̯a > ō and au̯á > awa (Klingenschmitt 2000: 214f.).",,,false,,,0,false,,,356
5868,,"587[291{Cf. s.v. λάργος 'weit' (SMG ἀλάργα adv.), loan from It. largo.}]",λάργκα / lárgka,,Greek: Italiot,,Based on a loanword from Italian largo ([Rohlfs 1964](src-587):291). Tsakonian αλάργα is treated as a separate loan event in cognate set 6167.,4,false,,,0,false,,,
5869,,"587[301-302{S.v. Italiot *λούκιον 'Feuer', loanword from dialectal Italian lúći 'fire'.}]",λούτσ̌ι / loútši,,Greek: Italiot,,Loanword from dialectal southern Italian ([Rohlfs 1964](src-587):301-302).,4,false,,,0,false,,,
