id,pages,reliability,comment,cognate_class_id,source_id,rfcWeblink
7246,II:374-375,,"S.v. Ved. meghá- 'Wolke, trübes Wetter' (root noun mih- 'Nebel, Niederschlag, Regen'). IIr. cf. YAv. maēγa- 'Wolke', MPers., NPers. mēγ 'Wolke, Nebel', Oss. mīg/megæ 'Wolke, Nebel', etc., from PIE *h₃mei̯gʰ-, from which nominal derivations like *h₃moi̯gʰ-o- (meghá-), *h₃migʰ- (mih-) and *h₃migʰ-leh₂ (cf. Gk. ὀμίχλη 'Nebel', Lith. miglà, OCS mьgla 'Nebel').",42,172,
7247,317,,"S.v. Lith. miglà 'mist, haze', from PIE *h₃migʰ-leh₂- (cf. OCS mьgla, Skt. meghá- 'cloud, gloomy weather', míh- 'haze, rain', Gk. ὀμίχλη 'mist, haze', YAv. maēγa- 'cloud', Arm. mēg 'mist').",42,353,
7248,338-339,,"S.v. Proto-Slavic *mьgla, mьga, miglъ 'mist, haze' (ESSJa XXI 92-94), from PIE *h₃migʰ-leh₂ (cf. Lith. miglà 'mist, haze', Skt. meghá- 'cloud, gloomy weather', Skt. mih- 'haze, rain', Gk. ὀμίχλη 'mist, haze', Av. maēγa- 'cloud', Arm. mēg 'mist'). Cf. entry for extensive discussion of the PIE root reconstruction.",42,81,
7249,249,,"Cf. s.v. Lat. fūmus 'smoke, fumes' (denominal vb. fūmāre 'to emit smoke or steam), from PIE *dʰuh₂-mó- 'smoke, fume' (cf. Skt. dhūmá- 'smoke, fume', Gk. θῡμός 'spirit', OPr. dumis 'smoke', Lith. dū̀mai 'smoke', OCS dymъ 'smoke', OHG toum 'steam').",1604,54,
7250,392,,"S.v. 6849 Skt. dhūmá- m. 'smoke, vapour, mist'.",1604,442,https://dsalsrv04.uchicago.edu/cgi-bin/app/soas_query.py?qs=dh%C5%ABm%C3%A1&searchhws=yes
7251,615,,S.v. ON ϸoka 'nebel'. Etymology disputed.,1315,468,
7252,"726, 747-748",,"S.v. 1. *men- 'emporragen' & s.v. *mono- 'Nacken, Hals'.",1728,49,
7253,437,,Cf. s.v. ?3. *men- 'emporragen' (IEW 726).,1728,141,
7254,S:85-86,,"S.v. sengán 'fourmi', from seng 'mince' + a diminutive suffix. OIr. seng may perhaps be from a root *su̯eng- (or *su̯eg- with with a nasal-infix) expressing the idea of a movement of the body (cf. Germ. schwingen (IEW 1047).",6364,296,
7255,493,,"Cf. s.v. Germanic *swengw-a- 'schwingen', no secure comparisons outside of Germanic.",6364,556,
7257,D:198-199,,"S.v. OIr. droch (1) 'mauvais'. The Celtic forms may be related to an earlier *druko-, for which there are no plausible further connections. Cf. entry for a survey of older literature.",2137,296,
7258,363-364,,"S.v. Proto-Celtic *swerwo- 'bitter'. These Celtic words lack a persuasive IE etymology. A connection with *su̯er- 'wound' (postulated by IEW 1050) is possible (cf. Av. xᵛara- 'wound', OHG swero 'pain').",6371,50,
7259,S:90,,"S.v. OIr. (1) serb 'amer'. The Celtic forms suppose a root *swer- followed by a suffix -wo-. The root signifies without doubt 'faire souffrir' (cf. Av. xʷara 'blessure', OHG swero 'maladie, douleur, abcès').",6371,296,
7260,S:76-77,,"S.v. séit- 'souffler', a root that appears to be *su̯eizd- in Irish, *su̯izd- in Brythonic (cf. OCS svistati, zvizdati 'sibilare', Gk. σίζω 'je siffle').",978,296,
7261,C:129-130,,"S.v. OIr. cnáim 'os'. One usually compares Gk. κνήμη 'jambe' and, in another ablaut grade *konmā in OHG hamma 'cuisse, jarret' (cf. OEng. hamm). This comparison is only possible by admitting the words go back to a base *knā- 'ronger'.",1688,296,
7262,U:14-15,,"S.v. OIr. ucht 'poitrine (de l'homme et des animaux)'. Older literature compares Latv. pups, Lith. pápas 'id.' from child language. Perhaps better would be to start from *pektu- (becoming *puktu-) and admit an Italo-Celtic origin of Ir. ucht and Lat. pectus. The two words do not have any other known correspondences.",4015,296,
7263,491,,"S.v. Lat. pectus, -oris 'poitrine de l'homme ou des animaux'. A similar word differing in -o- root vocalism and u-stem inflection is found in Irish ucht 'poitrine'. There are no other correspondences outside of these two languages.",4015,316,
7264,472,,"Cf. s.v. Proto-Slavic *stьblo 'stem, stalk, trunk', from Proto-Balto-Slavic *stib- (cf. Lith. stibnýa 'shin, calf', stíebas 'stem, stalk, mast', Latv. stiba 'staff, rod). No certain etymology beyond Balto-Slavic.",7743,81,
7265,151,,"Cf. s.v. TochB karītsñe* '±wetness' (??). The identification of the meaning 'wetness' is contextual. If the abstract is correctly identified, it would be derived from an adjective of possession *karītstse (i.e. kāri + -tstse). No further etymology given.",7122,345,
7271,143-145,,"Argues against the traditional etymology to *u̯egʷ- (cf. Ernout-Meillet 1985:745), instead to *u̯eh₁-.",1578,700,
7272,745-746,,"Cf. s.v. Lat. ūmeō, -ēs, -ēre 'être humide (surtout poétique)': The origins of the group comprising ūueō, ūuēscō, ūuidus (ūdus), ūlīgō are less clear. We suggest a connection to Greek ὑγρός 'humide', which resembles Arm. oyc 'frais' and OIc. vokr 'humide'. One would start from *ug-sm- or *oug-sm-, and from *e/oug-w-. One cannot trace a precise history.",1578,316,
7273,,,"Etymology for these lexemes follows that of Weiss (1994:143-145) and de Vaan (2008:639-640) to *u̯eh₁- over the older connection to *u̯egʷ- (cf. Ernout & Meillet 1985:745-746). Romanian ud 'wet' < Lat. ūdus may belong to this class but could also belong to PIE *u̯egʷ- in /cognate/5276/, cf. discussion in /cognate/8427/.",1578,269,
7274,,,"S.v. Rom. ud, from Lat. udus.",8427,85,https://dexonline.ro/definitie/ud
7275,648,,"S.v. Lat. ūvidus 'soaked', with derivatives ūvor 'moisture', uvēscere 'to become wet', ūdus 'liquid, wet, drunken', ūdor. ""The order of attestation suggests that ūdus is a recent contraction of ūvidus, but Weiss (1995[:141ff.]) reckons with the possibility that ūdus was older, and that ūvidus was back-formed to it as a hyperarchaism. Lat. ūdus might reflect *we/ogʷ-ϸo-, *ugʷ-iϸo- or *uh₁-iϸo-. Alternatively, Weiss suggests that ūvidus acquired ū- from its close semantic cognate ūmidus, thus hiding an earlier stage *uwidos."" [Ultimately de Vaan seems to accept the etymology with PIE *uegʷ- as more likely than to *ueh₁-].",8427,54,
7276,745-746,,"Cf. s.v. Lat. ūmeō, -ēs, -ēre 'être humide (surtout poétique)': The origins of the group comprising ūueō, ūuēscō, ūuidus (ūdus), ūlīgō are less clear. We suggest a connection to Greek ὑγρός 'humide', which resembles Arm. oyc 'frais' and OIc. vokr 'humide'. One would start from *ug-sm- or *oug-sm-, and from *e/oug-w-. One cannot trace a precise history.",8427,316,
7277,141-143,,"Lat. ūvidus usually argued to continue *u̯egʷ-, but Weiss makes the case for the possibility that it could just as well continue *u̯eh₁-. The root etymology of Lat. ūvidus, ūdus is ultimately uncertain.",8427,700,
7278,,,"Rom. ud is from Lat. ūdus 'wet, moist' (cf. {ref Ciorănescu et al. 2002} s.v. ud). The IE root etymology remains unclear. The traditional etymology of Lat. ūdus is to PIE *u̯egʷ- 'make damp (so {ref Ernout & Meillet 1985}:745-746, with references to earlier literature, tentatively also {ref de Vaan 2008}:648; cf. {ref LIV²} 662-663, {ref IEW} 1118), but {ref Weiss 1994}:141-143 makes a convincing case that a derivation to PIE *u̯eh₁- (cf. {ref NIL} 715-717 s.v. *u̯eh₁-r-. *uh₁-r- 'Wasser'; {ref IEW} 80f., {ref EIEC} 636) may also be a strong possibility. The prevailing majority opinion seems to judge the connection to *u̯egʷ- for Lat. ūdus to be more likely than *u̯eh₁- (cf. {ref de Vaan 2008}:639-640 s.v. ūmeō and notes to /cognate/1578/), albeit still uncertain.",8427,269,
7279,,,"Romanian ud < Lat. ūdus may belong to this class, but could also belong to PIE *u̯eh₁- in /cognate/1578/, cf. discussion in /cognate/8427/.",5276,269,
7280,322,,"S.v. Proto-Slavic *mokrъ 'wet, damp' (ESSJa XIX 144), from Proto-Balto-Slavic *mok- (cf. Lith. makõnė 'mud').",1189,81,
7281,I:445-446,,"S.v. Ved. √khan-ⁱ 'graben' (IIr. cf. YAv. us-kəṇti 'gräbt aus', ni-kaiṇti 'gräbt ein', MPers. NPers. kandan 'graben', etc.). PIE probably *kenh₁- (cf. OPhryg. keneman 'probably … a monument or part of it).",7327,172,
7282,,,"Root ref. form for this class follows the reconstruction of LIV², but cf. EWAia and Cheung 2007. We may be dealing with a specifically IIr. root *kʰanH- (< ?*kenh₁-, if the comparison to Phrygian keneman (a monument or part of it) is correct).",7327,269,
7283,414,,"S.v. Khot. ṣkala- 'dry places', from hišku- > ṣka- (cf. Av. hišku- 'dry', Sogd. Man. šqwyy 'dry' (*hiškuvaka-), šwkčʾ 'dry', prʾškwč 'dry'. IEW 894-895 *sek- (cf. OIr. sesc W. hysp, Bret. hesp, hesk 'dry').",867,320,
7284,II:687-688,,"Cf. s.v. Ved. √sac-² 'versiegen, stocken, trocken sein' (IIr. cf. YAv. hi-šk-u- 'ausgetrocknet', Man. Sogd. škw- 'trocken', Khot. ṣkala 'dry places'), from PIE *sek- (cf. Lith. sèkti 'sich senken, sinken, versiegen', Hom. ἔσκετο φωνή 'es stockte die Stimme', MIr. sesc 'trocken, unfruchtbar', etc.).",867,172,
7285,390,,"S.v. Lith. saũsas 'dry', from PIE *h₂sous-o- (cf. OCS suxъ 'dry', Skt. śúṣka- 'dry, barren', Gk. [Hom.] αὖος 'dry', OE sēar 'dry').",7551,353,
7286,473-474,,"S.v. Proto-Slavic *suxъ 'dry', from PIE *h₂sous-o- (cf. Lith. saũsas, Skt. śúṣka- 'dry, barren', Gk. [Hom.] αὖος 'dry', OE sēar 'dry').",7551,81,
7287,539-540,,"Cf. s.v. *seu̯k̑- 'saugen' (IEW 912-3). Cf. n1: There seem to have been phonetic variants which were generalised as different roots. Italic and Germanic appear to have inherited both variants, cf. Lat. sūgō 'sauge' but sūcus 'Saft' < *sóu̯k̑-o-; OE sūcan zu *seu̯g̑- beside sūgan- < *séu̯k̑-. The identity of the velar as palatovelar is based on the OCS cognate sъsǫ (sъsati) 'saugen'.",2493,141,
7288,392,,"S.v. ON mold 'erde' (cf. Goth. mulda 'staub', OE, OFr. molde), participle to PIE *mel- 'zermalmen' (Ved. mr̥d- 'lehm, ton, erde', Lith. mìltai 'mehl').",1367,468,
7289,260,,"S.v. Goth. M79. mulda 'κονιορτός, χοῦς', 'dust' (OIc. mold, OE, OFris. molde, OHG molta 'dust, earth, mold', OE myl, MLG mol 'dust' NLG, NHG müll 'rubbish'), etc., from PIE *mel- 'crush, grind' as *malan (cf. Skt. mlā-tá- (mlā́yati 'wither'), Gk. ἀμαλός; OIr. mlāth, blāith 'soft', Wel. blawd, Lith. mìltai 'flour', OCS mladъ 'soft', mlěti 'grind').",1367,179,
7290,432-433,,"Cf. s.v. *melh₂- 'zerreiben, mahlen' (IEW 716-7).",1367,141,
7291,260,,"S.v. Goth. M79. mulda 'κονιορτός, χοῦς', 'dust' (OIc. mold, OE, OFris. molde, OHG molta 'dust, earth, mold', OE myl, MLG mol 'dust' NLG, NHG Müll 'rubbish'), etc., from PIE *mel- 'crush, grind' as *malan (cf. Skt. mlā-tá- (mlā́yati 'wither'), Gk. ἀμαλός; OIr. mlāth, blāith 'soft', Wel. blawd, Lith. mìltai 'flour', OCS mladъ 'soft', mlěti 'grind').",7555,179,
7292,432-433,,"Cf. s.v. *melh₂- 'zerreiben, mahlen' (IEW 716-7).",7555,141,
7293,260,,"Cf. s.v. ON mold 'erde' (cf. Goth. mulda 'staub', OE, OFr. molde), participle to PIE *mel- 'zermalmen' (Ved. mr̥d- 'lehm, ton, erde', Lith. mìltai 'mehl').",7555,468,
7294,594,,"10286 S.v. Ved. mr̥ttikā- f. 'earth, clay' VS. [*mr̥tti- in Pk. and some cmpds. √mr̥d-]",695,442,https://dsalsrv04.uchicago.edu/cgi-bin/app/soas_query.py?qs=m%C5%95%CC%8Attik%C4%81&searchhws=yes
7295,II:386-387,,"Cf. s.v. Ved. √mrad- 'sanft machen, weich machen', not to be separated from Ved. mr̥dú- (PIE *(h₂)ml̥d-ú-).",695,172,
7296,431,,Cf. s.v. *meld- 'weich werden' (IEW 718).,695,141,
7297,594,,"Cf. s.v. 10286 s.v. mŕ̥ttikā- f. 'earth, clay' (VS), and s.v. 10287 s.v. *mr̥ttya- ʻearthʼ < *mr̥tti-, cf. Prakrit macca- n. ʻdirtʼ; Ash. (Wama) mič ʻclayʼ.",8431,442,https://dsalsrv04.uchicago.edu/cgi-bin/app/soas_query.py?qs=m%C5%95%CC%8Attik%C4%81&searchhws=yes
7298,II:675-677,,"S.v. Skt. mr̥tsná- 'Staub, Pulver', 'dust, powder', to be connected with the root of mr̥dnā́ti 'drückt, presst, reibt', 'presses, squeezes,
 rubs', (√mr̥d-, cf. Gk. μέλδω).",8431,399,
7299,II:386-387,,"Cf. s.v. Ved. √mrad- 'sanft machen, weich machen', not to be separated from Ved. mr̥dú- (PIE *(h₂)ml̥d-ú-).",8431,172,
7300,431,,Cf. s.v. *meld- 'weich werden' (IEW 718).,8431,141,
7302,474,,Cf. s.v. Gmc. *steub-a- 'stieben'; no secure etymology.,207,556,
7303,,,"S.v. Kâmviri pâřʹasa  [-i fem]  Aj.  Gray; dusty.  [pâřasaN]  [OIA. pʹuri:ṣa- ‘fullness; filling; rubble; dung’  T. 8287 (-T. 8019 pâ˜šu- 'dust'; prob. < Ind., cf. Hindi puras 'dust')]",8432,431,
7304,"452, 469",,"Cf. s.v. 8019 pāṁśu- 'crumbling soil, dust, sand' or s.v. 8287 púrīṣa- 'fullness(?)' (Pk. purīsa- 'dung', Ku. paraso 'manure', H. puras 'dust, manure').",8432,442,
7305,II:287,,"S.v. Ved. makṣ- 'Fliege (oder Biene)', cf. IIr. YAv. maxšī- 'Fliege', Sogd. mwxšk- 'Moskito', etc., from IIr. *makš-.",5038,172,
7306,554,,S.v. 9696 Skt. mákṣā- 'fly' (RV.).,5038,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.3:1:177.soas
7307,732,,"Cf. s.v. 12620 Skt. śōcís- 'flame, glow' (RV.); Waigalī šoč 'war', Kati šuč.",6758,442,https://dsalsrv04.uchicago.edu/cgi-bin/app/soas_query.py?qs=%C5%9B%C5%8Dc%C3%ADs&searchhws=yes
7308,II:655-656,,"Cf. s.v. Ved. √śoc- 'leuchten, glühen, brennen' (IIr. cf. OAv. saočaiiat̰ 'inflames', sūčā 'durch den Glanz', etc.), if from IE, then from PIE *k̑eu̯k-, but connections outside Indo-Iranian remain uncertain.",6758,172,
7309,331,,"Cf. s.v. ?1. *k̑eu̯k- 'aufflammen, erglühen' (IEW 597). Cf. n1: Only Indo-Iranian, if Gk. κύκνος 'Schwan' as *'der leuchtend Weiße' doesn't belong here.'",6758,141,
7312,8:86-88,,"S.v. Proto-Slavic *xovati (sę). Goes back to a non-attested *skovati 'смотреть с вниманием', 'look with attention', cf. the related to and close in meaning *skumati > Cz. zkoumati 'исследовать', 'investigate'. Cf. also Gk. θυο-σκόος, OHG scouwōn, Germ. schauen, Goth. us-skaws, Ved. kaví-, Gk. κοέω, Lat. cavēre, Slav. *čuti.",5182,458,
7313,III:253,,"Cf. s.v. Ru. ховать 'erwahren, hüten', better to be connected to OHG scouwôn 'schauen', Gk. θυο-σκόος 'Opferschauer'.",5182,178,
7314,561,,"Cf. s.v. *(s)keu̯h₁- 'wahrnehmen, schauen' (IEW 587-8), whence the primary verbal derivatives in OCS ču 'fühlte, merkte', Gk. κοέω 'bemerke, vernehme, höre', Lat. caueō, -ēre 'sich in acht nehmen', etc.",5182,141,
7315,"442, 452",,"Cf. s.v. Proto-Germanic *skuwwan- 'mirror' (Go. skuggwa 'id.', ON skuggi 'shadow, shade', OHG scuwo, scū 'id.'), from the PIE root *skeu- 'to see', cf. PGmc. *skawa- 'observant(?)' > Go. us-skaws 'sober' < *skou-ó- (cf. Gk. θυο-σκόος 'name of a sacrificial priest' < *-skou-o-; cf. also OE scēawian, OFri. skowia, OS skawon, Du. schouwen, OHG scouwōn, G schauen 'to see, inspect' < PGmc. skawōjan-).",5182,165,
7316,495-496,,"Cf. s.v. ON skjól 'Obdach, Zufluchtsort, Schuppen' (< Germ. *skeula-), cf. Ic., Far. skjól, Norw. skjol, OSw. skīūl, Dan. skjul. (cf. Gk. σκύλος 'abgezogene Haut', σκυλόω 'verhülle', OIr. cúl 'Winkel).",8433,468,
7317,"339, 347",,"Cf. s.v. PGmc. *skeulan ~ *skūlan (ON skjól 'shelter, cover'), related to Gmc. *skuwwōn (cf. ON skuggi 'shade, shadow', OE scúwa, OHG scūwo 'look', Arm. cʻiw 'roof', OIr. cúl 'back', continuing IE *(s)k̑eu̯ə- 'to cover'.",8433,388,
7318,"442, 452",,"Cf. s.v. Proto-Germanic *skuwwan- 'mirror' (Go. skuggwa 'id.', ON skuggi 'shadow, shade', OHG scuwo, scū 'id.'), from the PIE root *skeu- 'to see', cf. PGmc. *skawa- 'observant(?)' > Go. us-skaws 'sober' < *skou-ó- (cf. Gk. θυο-σκόος 'name of a sacrificial priest' < *-skou-o-; cf. also OE scēawian, OFri. skowia, OS skawon, Du. schouwen, OHG scouwōn, G schauen 'to see, inspect' < PGmc. skawōjan-).",8433,165,
7319,,,"Danish skjule is a derivative from skjul, in turn from Norse skjól ‘shelter, cover’ (de Vries 1977:495-496). Further etymological connections are unclear, although there are a few quite tempting comparisons formally and semantically. 
1. de Vries (1977:495-496) reconstructs Proto-Germanic *skeula-, and considers connections to Gk. σκύλος ‘animal skin’ and its derivative σκυλόω ‘to veil, cover’ (Hesych.), also to OIr. cúl ‘nook, corner’, ultimately a derivative of an IE root *(s)keu- ‘to cover (smth.)’, cf. further Ved. skunā́ti ‘covers’, Lat. obscūrus ‘covered, dark’, Ir. cuarān ‘shoe’.
2. Orel (2003:339) reconstructs Proto-Germanic *skeulan- ~ *skūlan- > ON skjól and considers connections within Germanic to *skuwwōn ‘shadow’ (ON skuggi, etc.), ultimately to IE *(s)k̑eu̯ə- ‘to cover’, comparing Skt. skunā́ti ‘to cover’, Arm. cʻiw ‘roof’, OIr. cúl ‘back’.
To the particular connection with the ‘shadow’ words, there is an additional complication: It is unclear whether the proposed connection to *skuwwōn ‘shadow’ is has the same root etymology. Lehmann (1986:313) indicates two possible etymologies from formally similar roots: either to *(s)kewə-, *(s)kū- (cf. Skt. skunā́ti ‘to cover’, Gk. σκῡ́νια ‘brows’, or to *(s)kew- ‘pay attention to, observe’ (whence also OE scēawian, OS skauwōn, OHG skouwōn = NHG schauen).
LIV² reconstructs the root underlying the ‘see, pay attention to, observe’ words found in NHG schauen, etc. as *(s)keu̯h₁-, which could be formally identical to the proposed root of the ‘hide; shadow’ words found in Germanic *skuwwōn. As the formal similarity exists, it is tempting to consider a single root. Kroonen EDPG, for instance, considers Proto-Germanic *skuwwōn to a basic root *skeu- ‘see’ (without laryngeal).
The common semantic denominator to both proposed forms seems to be whether or not something is visible or not, but it is unclear to me how these opposite meanings can be easily reconciled.
To return to the known facts, Kroonen EDPG does not discuss Norse skjól anywhere and it is unclear to me whether this is an omission due to neglect, or due Kroonen considering this North Germanic lexeme not cognate to anything else in Germanic (and by extension, in Indo-European).
On the formal level, the derivation of skjól is likewise unclear. I do not know of any productive l-stems in Germanic (but this may well be due to my own ignorance).
If the connections to LIV² *(s)keu̯h₁- 'wahrnehmen, schauen' hold, then this lexeme might be cognate with /cognate/5182/ with a root etymology, but due to many uncertainties in semantics and processes of secondary derivation, it is ultimately unclear. Cf. also the uncertainties regarding the Germanic words for 'shadow' in /cognate/7022/.",8433,269,
7320,,,"NB: While the etymology for NHG 'schauen' etc. from *(s)keu̯h₁- is generally well accepted, cf. LIV² s.v., the etymology of the 'shadow' words from the same root as given by Kroonen (2013:442, 452) is less clear. Cf. 'hide' in /cognate/8433/ 'shadow' in /cognate/5058/.",5182,269,
