id,citation_text,description,bookauthor,booktitle,chapter,edition,howpublished,note,number,institution,pages,title,ENTRYTYPE,link,volume,year,shorthand,author,editor,editora,publisher,series,authortype,booksubtitle,editoratype,editortype,isbn,journaltitle,location,part,subtitle,deprecated,TRS,respect
568,"Sims-Williams, Nicholas. 2009. The Bactrian Fragment in Manichaean Script (M 1224) (Tafeln X und XI). Literarische Stoffe und ihre Gestaltung in mitteliranischer Zeit: Kolloquium anlässlich des 70. Geburtstages von Werner Sundermann, ed. by D. Durkin-Meisterernst, C. Reck & D. Weber, 245-68. Wiesbaden: Reichert Verlag.",,,Literarische Stoffe und ihre Gestaltung in mitteliranischer Zeit: Kolloquium anlässlich des 70. Geburtstages von Werner Sundermann,,,,,,,245-268,The Bactrian Fragment in Manichaean Script (M 1224) (Tafeln X und XI),inbook,,,2009,Sims-Williams 2009,"Sims-Williams, Nicholas","Durkin-Meisterernst, Desmond",,Reichert Verlag,,,,,,,,Wiesbaden,,,False,False,
569,"Beekes, Robert S. P. & Michiel de Vaan. 2011. Comparative Indo-European Linguistics: An Introduction (2nd ed.) Amsterdam: John Benjamins.",,,,,,,,,,,Comparative Indo-European Linguistics: An Introduction (2nd ed.). Revised and corrected by Michiel de Vaan,book,,,2011,Beekes 2011,"Beekes, Robert S. P.",,,John Benjamins,,,,,,,,Amsterdam,,,False,False,
570,"Beekes, Robert S. P. 1988. The origin of Indo-European pronominal inflection. Languages and Cultures: Studies in honor of Edgar C. Polomé, ed. by M.A. Jazayrey & W. Winter, 73-87. Berlin: Mouton de Gruyter.",,,Languages and Cultures: Studies in honor of Edgar C. Polomé,,,,,,,73-87,The origin of Indo-European pronominal inflection,inbook,,,1988,Beekes 1988,"Beekes, Robert","Jazayrey, Mohammed Ali","Winter, Werner",Mouton de Gruyter,,,,,,,,Berlin,,,False,False,
571,"Huld, Martin E. 1984. Basic Albanian Etymologies. Columbus, OH: Slavica Publishers",,,,,,,,,,,Basic Albanian Etymologies,book,,,1984,Huld 1984,"Huld, Martin E.",,,Slavica Publishers,,,,,,,,"Columbus, OH",,,False,False,
572,"Willams, Edwin B. 1962. From Latin to Portuguese. Philadelphia: University of Pennsylvania Press",,,,,,,,,,,From Latin to Portuguese: Historical Phonology and Morphology of the Portuguese Language (2nd Edition),book,,,1962,Williams 1962,"Williams, Edwin B.",,,University of Pennsylvania Press,,,,,,,,Philadelphia,,,False,False,
573,"Laroche, Emmanuel. 1947. Ḫattic Deities and Their Epithets. Journal of Cuneiform Studies 1.187-216.",,,,,,,,,,187-216,Ḫattic Deities and Their Epithets,article,,,1947,Laroche 1947,"Laroche, Emmanuel",,,,,,,,,,Journal of Cuneiform Studies,,,,False,False,
574,"Kortlandt, Frederik. 1985. Arm. artawsr 'tear'. Annual of Armenian Linguistics 6.59-61.",,,,,,,,,,59-61,Arm. artawsr 'tear',article,,6,1985,Kortlandt 1985a,"Kortlandt, Frederik",,,,,,,,,,Annual of Armenian Linguistics,,,,False,False,
575,"Hamp, Eric P. 1972. Latin dacrima, lacruma, and Indo-European 'tear'. Glotta 50.291-99.",,,,,,,,,,291-299,"Latin dacrima, lacruma, and Indo-European 'tear'",article,,50,1972,Hamp 1972,"Hamp, Eric P.",,,,,,,,,,Glotta,,,,False,False,
576,"Friedrich, Johannes & Annelies Kammenhuber. 1975-1984. Hethitisches Wörterbuch. Zweite, völlig neubearbeitete Auflage auf der Grundlage der edierten hethitischen Texte. Band I: A Heidelberg: Carl Winter Universitätsverlag.",,,,,,,,,,,"Hethitisches Wörterbuch. Zweite, völlig neubearbeitete Auflage auf der Grundlage der edierten hethitischen Texte. Band I: A",book,,,1975-1984,HW² A,"Friedrich, Johannes and Kammenhuber, Annelies",,,Carl Winter Universitätsverlag,,,,,,,,Heidelberg,,,False,False,
577,"Hethitisches Wörterbuch. Zweite, völlig neubearbeitete Auflage auf der Grundlage der edierten hethitischen Texte. Band II: E",,,,,,,,,,,"Hethitisches Wörterbuch. Zweite, völlig neubearbeitete Auflage auf der Grundlage der edierten hethitischen Texte. Band II: E",book,,,1988,HW² E,"Friedrich, Johannes and Kammenhuber, Annelies",,,Carl Winter Universitätsverlag,,,,,,,,Heidelberg,,,False,False,
578,"Tischler, Johann. 1983. Hethitisches Etymologisches Glossar. Band I: A-K. Innsbruck: Institut für Sprachwissenschaft der Universität Innsbruck",,,,,,,,,,,Hethitisches Etymologisches Glossar. Band I: A-K,book,,,1983,Tischler 1983,"Tischler, Johann",,,Institut für Sprachwissenschaft der Universität Innsbruck,,,,,,,,Innsbruck,,,False,False,
579,"Abete, Giovanni",,,,,,,,,,,,misc,,,,"Abete, Giovanni",,,,,,,,,,,,,,,False,False,
580,"Čop, B. 1955. ""Etyma"" Zbornik Filozofske Fakultete 2 : 403-406",,,,,,,,,,403-406,Etyma,article,,2,1955,Čop 1955,"Čop, Bojan",,,,,,,,,,Zbornik Filozofske Fakultete,,,,False,False,
581,"Jasanoff, Jay, H. 1979. Notes on the Armenian Personal Endings. Zeitschrift für vergleichende Sprachforschung 93.133-49.",,,,,,,,,,133-149,Notes on the Armenian Personal Endings,article,,93,1979,Jasanoff 1979,"Jasanoff, Jay H.",,,,,,,,,,Zeitschrift für vergleichende Sprachforschung,,,,False,False,
582,"Viredaz, Rémy. 2003. Notes on Armenian Historical Phonology I. Annual of Armenian Linguistics 24-25.85-103.",,,,,,,,,,85-103,Notes on Armenian Historical Phonology I,article,,,2003,Viredaz 2003,"Viredaz, Rémy",,,,,,,,,,Annual of Armenian Linguistics,,,,False,False,
583,"Hackstein, Olav. 2003. Reflexivpronomina, Präverben und Lokalpartikel in indogermanischen Sprachen. Tocharian and Indo-European Studies 10.69-95.",,,,,,,,,,69-95,"Reflexivpronomina, Präverben und Lokalpartikel in indogermanischen Sprachen",article,,10,2003,Hackstein 2003,"Hackstein, Olav",,,,,,,,,,Tocharian and Indo-European Studies,,,,False,False,
584,"Meillet, Antoine. 1911. Étude des documents tokhariens de la mission Pelliot. Remarques linguistique. Journal Asiatique 17.449-64.",,,,,,,,,,449-464,Étude des documents tokhariens de la mission Pelliot. Remarques linguistique,article,,17,1911,Meillet 1911,"Meillet, Antoine",,,,,,,,,,Journal Asiatique,,,,False,False,
585,"Meyer, Gustav. 1891. Etymologisches Wörterbuch der albanesischen Sprache Strassburg: K. J. Trübner.",,,,,,,,,,,Etymologisches Wörterbuch der albanesischen Sprache,book,,,1891,Meyer 1891,"Meyer, Gustav",,,K. J. Trübner,,,,,,,,Strassburg,,,False,False,
586,"Rix, Helmut. 1976. Oskisch peesslúm – pestlúm. Zeitschrift für vergleichende Sprachforschung 89.265-80.",,,,,,,,,,265-280,Oskisch peesslúm – pestlúm,article,,89,1976,Rix 1976,"Rix, Helmut",,,,,,,,,,Zeitschrift für vergleichende Sprachforschung,,,,False,False,
587,"Rohlfs, Gerhard. 1964. Lexicon Graecanicum Italiae inferioris. Etymologisches Wörterbuch der Unteritalienischen Gräzität. Mit 3 Übersichtskarten. Tübingen: Niemeyer.",,,,,,,,,,,Lexicon Graecanicum Italiae inferioris. Etymologisches Wörterbuch der Unteritalienischen Gräzität.,book,,,1964,Rohlfs 1964,"Rohlfs, Gerhard",,,Niemeyer,,,,,,,,Tübingen,,,False,False,
588,"Puhvel, Jaan. 1987. All of our 'yesterdays'. Festschrift for Henry Hoenigswald On the Occasion of his Seventieth Birthday, ed. by G. Cardona & N.H. Zide, 315-18. Tübingen: Gunter Narr Verlag.",,,Festschrift for Henry Hoenigswald On the Occasion of his Seventieth Birthday,,,,,,,315-318,All of our 'yesterdays',inbook,,,1987,Puhvel 1987,"Puhvel, Jaan","Cardona, George","Zide, Norman H.",Gunter Narr Verlag,,,,,,,,Tübingen,,,False,False,
589,"Skok, P. (1971-1974). Etimologijski rječnik hrvatskoga ili srpskoga jezika. Zagreb: Jugoslavenska Akademija Znanosti i Umjetnosti.",,,,,,,,,,,Etimologijski rječnik hrvatskoga ili srpskoga jezika,book,,,1971-1974,Skok 1971-1974,"Skok, Petar",,,Jugoslavenska Akademija Znanosti i Umjetnosti,,,,,,,,Zagreb,,,False,False,
590,"Sychta, B. (1967-1976). Słownik gwar kaszubskich na tle kultury ludowej. Wrocław, Warszawa & Kraków: Ossolineum.",,,,,,,,,,,Słownik gwar kaszubskich na tle kultury ludowej,book,,,1967-1976,Sychta 1967-1976,"Sychta, Bernard",,,Ossolineum,,,,,,,,,,,False,False,
591,Machek V. (1968). Etymologický slovník jazyka českého. Praha: Academia.,,,,,,,,,,,Etymologický slovník jazyka českého,book,,,1968,Machek 1968,"Machek, Václav",,,Academia,,,,,,,,Praha,,,False,False,
592,"Ringe, Donald A., Jr. 1988-1990. Evidence for the Position of Tocharian in the Indo-European Family? Die Sprache 34.59-123.",,,,,,,,,,59-123,Evidence for the Position of Tocharian in the Indo-European Family?,article,,34,1988-1990,Ringe 1988-1990,"Ringe, Donald A., Jr.",,,,,,,,,,Die Sprache,,,,False,False,
593,"Rejzek, J. (2001). Český etymologický slovník. Voznice: Leda.",,,,,,,,,,,Český etymologický slovník,book,,,2001,Rejzek 2001,"Rejzek, Jiří",,,Leda,,,,,,,,Voznice,,,False,False,
594,"Snoj, M. (1997-2016). Slovenski etimološki slovar. Ljubljana: Inštitut za slovenski jezik Frana Ramovša.",,,,,,,,,,,Slovenski etimološki slovar,book,,,1997-2016,Snoj 1997-2016,"Snoj, Marko",,,Inštitut za slovenski jezik Frana Ramovša,,,,,,,,Ljubljana,,,False,False,
595,"Bezlaj, F. (1977-2005). Etimološki
slovar slovenskega jezika. Ljubljana: Mladinska knjiga / Založba
ZRC.",,,,,,,,,,,"Etimološki
slovar slovenskega jezika",book,,,1977-2005,Bezlaj 1977-2005,"Bezlaj, France",,,"Mladinska knjiga / Založba
ZRC",,,,,,,,Ljubljana,,,False,False,
596,"Zaliznâk, A. A. (2004). Drevnenovgorodskij dialekt. Moskva: Âzyki slavânskoj kul'tury.",,,,,,,,,,,Drevnenovgorodskij dialekt,book,,,2004,Zaliznâk 2004,"Zaliznâk, A. A.",,,Âzyki slavânskoj kul'tury,,,,,,,,Moskva,,,False,False,
597,"Ânin, V. L., Zaliznâk, A. A. & Gippius, A. A. (2015). Novgorodskie gramoty na bereste. Iz raskopok 2001-2014 godov. Moskva: Âzyki slavânskoj kul'tury.",,,,,,,,,,,Novgorodskie gramoty na bereste. Iz raskopok 2001-2014 godov.,book,,,2015,Zaliznâk 2015,"Ânin, V. L. and Zaliznâk, A. A. and Gippius, A. A.",,,Âzyki slavânskoj kul'tury,,,,,,,,Moskva,,,False,False,
598,"Vasmer, M. (1986-1987). Ètimologičeskij slovar' russkogo âzyka. Moskva: Progress.",,,,,,,Russian translation with additions.,,,,Ètimologičeskij slovar' russkogo âzyka,book,,,1986-1987,Vasmer 1986-1987,"Vasmer, Max",,,Progress,,,,,,,,Moskva,,,False,False,
599,"Černyh, P. (1999). Istoriko-ètimologičeskij slovar' sovremennogo russkogo âzyka. Moskva: Izdatel'stvo ""Russkij âzyk"".",,,,,,,,,,,Istoriko-ètimologičeskij slovar' sovremennogo russkogo âzyka,book,,,1999,Černyh 1999,"Černyh, Pavel",,,"Izdatel'stvo ""Russkij âzyk""",,,,,,,,Moskva,,,False,False,
600,"Polański, K. & Lehr-Spławiński, T. (1962-1994). Słownik etymologiczny języka Drzewian Połabskich. Wrocław, Warszawa and Kraków: Ossolineum / Wydawnictwo Energeia.",,,,,,,,,,,Słownik etymologiczny języka Drzewian Połabskich,book,,,1962-1994,Polański 1962-1994,"Polański, Kazimierz and Lehr-Spławiński, Tadeusz",,,Ossolineum / Wydawnictwo Energeia,,,,,,,,"Wrocław, Warszawa and Kraków",,,False,False,
601,"Boryś, W. & Popowska-Taborska, H. (1994-2010). Słownik etymologiczny kaszubszczyzny. Warszawa: Slawistyczny Ośrodek Wydawniczy",,,,,,,,,,,Słownik etymologiczny kaszubszczyzny,book,,,1994-2010,Boryś & Popowska-Taborska 1994-2010,"Boryś, Wiesław and Popowska-Taborska, Hanna",,,Slawistyczny Ośrodek Wydawniczy,,,,,,,,Warszawa,,,False,False,
602,Mel'ničuk et al. (1982-2012). Etìmologičnij slovnik ukraïnskoï movi. Kiïv: Naukova dumka.,,,,,,,,,,,Etìmologičnij slovnik ukraïnskoï movi,book,,,1982-2012,Mel'ničuk et al. 1982-2012,,"Mel'ničuk, O.",,Naukova dumka,,,,,,,,Kiïv,,,False,False,
603,"Georgiev, V., Račeva, M., Todorov, T. & Durdianov, I. (eds.) (1971-). B""lgarski etimologičen rečnik. Sofiâ: Izdatelstvo na B""lgarskata akademiâ na naukite.",,,,,,,,,,,"B""lgarski etimologičen rečnik",book,,,1971-,Georgiev et al. 1971-,,"Georgiev, V. and Račeva, M. and Todorov, T. and Durdianov, I.",,"Izdatelstvo na B""lgarskata akademiâ na naukite",,,,,,,,Sofiâ,,,False,False,
605,Kurz et al. (1958-1983). Slovník jazyka staroslověnského. Praha: Nakladatelství Československé akademie věd.,,,,,,,,,,,Slovník jazyka staroslověnského,book,,,1958-1983,Kurz et al. 1958-1983,,"Kurz, Josef",,Nakladatelství Československé akademie věd,,,,,,,,Praha,,,False,False,
606,"Vine, Brent. 1999. Greek ῥίζα 'root' and 'Schwa Secundum'. UCLA Indo-European Studies Vol. 1, ed. by V.I. Ivanov & B. Vine, 5-30. Los Angeles: UCLA Program in Indo-European Studies.",,,,,,,,,,5-30,Greek ῥίζα 'root' and 'Schwa Secundum',article,,1,1999,Vine 1999,"Vine, Brent",,,,,,,,,,UCLA Indo-European Studies,,,,False,False,
607,"Martynaǔ, V. & Cyhun G. (eds.) (1978-). Ètymalagìčny sloǔnìk belaruskaj movy. Minsk: Belaruskaâ navuka.",,,,,,,,,,,Ètymalagìčny sloǔnìk belaruskaj movy,book,,,1978-,"Martynaǔ, Cyhun et al. 1978-",,"Martynaǔ, V. and Cyhun G.",,Belaruskaâ navuka,,,,,,,,Minsk,,,False,False,
608,"Šanskij et al. (1975). Kratkij ètimologičeskij slovar' russkogo âzyka. Moskva: Izdatel'stvo ""Prosveŝenie"".",,,,,,,,,,,Kratkij ètimologičeskij slovar' russkogo âzyka,book,,,1975,Šanskij et al. 1975,"Šanskij, N. and Ivanov, V. and Šanskaâ, T.",,,"Izdatel'stvo ""Prosveŝenie""",,,,,,,,Moskva,,,False,False,
609,Brückner 1957,,,,,,,,,,,Słownik etymologiczny języka polskiego,book,,,1957,Brückner 1957,"Brückner, A.",,,Wiedza Powszechna,,,,,,,,Warszawa,,,False,False,
610,"Długosz-Kurczabowa, K. (2009). Słownik etymologiczny języka polskiego. Warszawa: Wydawnictwo Naukowe PWN.",,,,,,,,,,,Słownik etymologiczny języka polskiego,book,,,2009,Długosz-Kurczabowa 2009,"Długosz-Kurczabowa, K.",,,Wydawnictwo Naukowe PWN,,,,,,,,Warszawa,,,False,False,
611,"Cowgill, Warren. 1960. Greek ou and Armenian očʻ. Language 36.347-50.",,,,,,,,347-350,,,Greek ou and Armenian očʻ,article,,36,1960,Cowgill 1960,"Cowgill, Warren",,,,,,,,,,Language,,,,False,False,
612,Zaliznâk 2016. O berestânyh gramotah iz raskopok sezona 2016 goda.,,,,,,,public lecture about the findings from 2016,,,,O berestânyh gramotah iz raskopok sezona 2016 goda,online,,,2016,Zaliznâk 2016,"Zaliznâk, A. A.",,,,,,,,,,,https://www.youtube.com/watch?v=NPMlbYNayP0&t=4369s and https://www.youtube.com/watch?v=mp7mY-MgCmg,,,False,False,
613,"Gippius, A. A. & Zaliznâk, A. A. (2016). ""Berestânye gramoty iz novgorodskih raskopok 2015 g."". In: Voprosy âzykoznaniâ 4, pp. 7-17.",,,,,,,,,,7-17,Berestânye gramoty iz novgorodskih raskopok 2015 g.,article,,4,2016,Gippius and Zaliznâk 2016,"Gippius, A. A. and Zaliznâk, A. A.",,,,,,,,,,Voprosy âzykoznaniâ,,,,False,False,
614,"Gòłąbk, E. (2005). Kaszëbsczi słowôrz normatiwny. Gdańsk: Oficyna Czec.",,,,,,,,,,,Kaszëbsczi słowôrz normatiwny,book,,,2005,Gòłąbk 2005,"Gòłąbk, E.",,,Oficyna Czec,,,,,,,,Gdańsk,,,False,False,
615,"Małecki, M. (1936). Dwie gwary macedońskie (Suche i Wysoka w Soluńskiem). Część II: słownik. Kraków: Gebethner i Wolf.",,,,,,,,,,,Dwie gwary macedońskie (Suche i Wysoka w Soluńskiem).,book,,,1936,Małecki 1936,"Małecki, Mieczysław",,,Gebethner i Wolf,,,,,,,,Kraków,,Część II: słownik,False,False,
616,"Micalia, J. (1649). Blago jezyka slovinskoga. Loreto.",,,,,,,,,,,Blago jezyka slovinskoga,book,,,1649,Mikalja 1649,"Micalia, J.",,,,,,,,,,,Loreto,,,False,False,
617,Portal hrvatske rječničke baštine. url: http://crodip.ffzg.hr/.,,,,,,,Collection of historical Serbo-Croat dictionaries,,,,Portal hrvatske rječničke baštine,online,http://crodip.ffzg.hr/,,,PHRB,,,,,,,,,,,,,,,False,False,
618,Libellus 1756,,,,,,,,,,,"Libellus alphabeticus Cùm Nonnullis Cathecheticis addito vocabulario brevi latino,
illyrico, germanico",book,http://crodip.ffzg.hr/,,1756,Libellus 1756,,,,,,,,,,,,,,,False,False,
619,"Verantius, F. (1595). Dictionarium quinque nobilissimarum Europae
linguarum Latinae, Italicae, Germanicae, Dalmaticae et Ungaricae cum vocabulis
Dalmaticis quae Ungari sibi usurparunt. Venetiae.",,,,,,,,,,,"Dictionarium quinque nobilissimarum Europae
linguarum Latinae, Italicae, Germanicae, Dalmaticae et Ungaricae cum vocabulis
Dalmaticis quae Ungari sibi usurparunt",book,,,1595,Vrančić 1595,"Verantius, F.",,,,,,,,,,,Venetiae,,,False,False,
620,"Habdelich, J. (1670). Dictionar ili Réchi Szlovenske zvexega ukup zebrane. Nemeski Gradecz.",,,,,,,,,,,Dictionar ili Réchi Szlovenske zvexega ukup zebrane,book,,,1670,Habdelić 1670,"Habdelich, J.",,,,,,,,,,,Nemeski Gradecz,,,False,False,
621,"Bellosztenecz, J. (1740). Gazophylacium, seu Latino-Illyricorum onomatum aerarium. Zagrabia.",,,,,,,,,,,"Gazophylacium, seu Latino-Illyricorum onomatum aerarium",book,,,1740,Belostenec 1740 (16xx),"Bellosztenecz, J.",,,,,,,,,,,Zagrabia,,,False,False,
622,Slovarji Inštituta za slovenski jezik Frana Ramovša ZRC SAZU. url: http://www.fran.si/.,,,,,,,"Collection of Slovene standard, dialectal, historical and other dictionaries",,,,Slovarji Inštituta za slovenski jezik Frana Ramovša ZRC SAZU,online,http://www.fran.si/,,,SISJFR,,,,,,,,,,,,,,,False,False,
623,"Stabej, J. (2014). Slovensko-latinski slovar po: Matija Kastelec - Gregor Vorenc, Dictionarium Latino-Carniolicum
(1608–1710). Ljubljana: Inštitut za slovenski jezik Frana Ramovša ZRC SAZU.",,,,,,,,,,,"Slovensko-latinski slovar po: Matija Kastelec - Gregor Vorenc, Dictionarium Latino-Carniolicum
(1608–1710)",book,,,2014,Vorenc & Kastelec 1608-1710,"Stabej, J.",,,Inštitut za slovenski jezik Frana Ramovša ZRC SAZU,,,,,,,,Ljubljana,,,False,False,
624,"Gregorič, J. (2015). Kostelski slovar. Ljubljana: Inštitut za slovenski jezik Frana Ramovša ZRC SAZU.",,,,,,,,,,,Kostelski slovar,book,,,2015,Gregorič 2015,"Gregorič, J.",,,Inštitut za slovenski jezik Frana Ramovša ZRC SAZU,,,,,,,,Ljubljana,,,False,False,
625,eSSKJ: Slovar slovenskega knjižnega jezika 2016. Ljubljana: Inštitut za slovenski jezik Frana Ramovša ZRC SAZU.,,,,,,,,,,,eSSKJ: Slovar slovenskega knjižnega jezika 2016,book,http://www.fran.si,,2016,eSSKJ,,"Komac, N. and Jakop, N. and Ježovnik, J. et al.",,Inštitut za slovenski jezik Frana Ramovša ZRC SAZU,,,,,,,,Ljubljana,,,False,False,
626,"Nikolaev, S. L. and Tolstaâ, M. N. (2001). Slovar' karpatoukrainskogo torun'skogo govora. Moskva: Institut Slavânovedeniâ RAN.",,,,,,,,,,,Slovar' karpatoukrainskogo torun'skogo govora,book,,,2001,Nikolaev & Tolstaâ 2001,"Nikolaev, S. L. and Tolstaâ, M. N.",,,Institut Slavânovedeniâ RAN,,,,,,,,Moskva,,,False,False,
627,"Urbańczyk, S. (ed.) (1953-2002). Słownik staropolski. Warszawa: IJP PAN.",,,,,,,,,,,Słownik staropolski,book,,,1953-2002,SStPl,,"Urbańczyk, S.",,IJP PAN,,,,,,,,Warszawa,,,False,False,
628,Vokabulář webový. Ústav pro jazyk český AV ČR. url: http://vokabular.ujc.cas.cz/.,,,,,,,Collection of Old Czech dictionaries and Old Czech text corpus,,,,Vokabulář webový,online,http://vokabular.ujc.cas.cz/,,,VokWeb,,,,Ústav pro jazyk český AV ČR,,,,,,,,,,,False,False,
629,"Völkel, P. (2005). Prawopisny słownik hornjoserbskeje rěče. Hornjoserbsko-němski słownik. Obersorbisch-deutsches Wörterbuch. Budyšin: Ludowe nakładnistwo Domowina",,,,,,,,,,,Prawopisny słownik hornjoserbskeje rěče. Hornjoserbsko-němski słownik. Obersorbisch-deutsches Wörterbuch,book,,,2005,Völkel 2005,"Völkel, P.","Meškank, T.",,Ludowe nakładnistwo Domowina,,,,,,,,Budyšin,,,False,False,
630,"Starosta, M. (1999). Dolnoserbsko-nimski słownik. Niedersorbisch-deutsches Wörterbuch. Budyšyn: Ludowe nakładnistwo Domowina.",,,,,,,,,,,Dolnoserbsko-nimski słownik. Niedersorbisch-deutsches Wörterbuch,book,,,1999,Starosta 1999,"Starosta, M.",,,Ludowe nakładnistwo Domowina,,,,,,,,Budyšyn,,,False,False,
631,"Rečnik na b""lgarskiâ ezik. url: http://ibl.bas.bg/rbe/.",,,,,,,Monolingual Bulgarian dictionary,,,,"Rečnik na b""lgarskiâ ezik",online,http://ibl.bas.bg/rbe/,,,RBEIBE,,,,,,,,,,,,,,,False,False,
632,"Rečnik na b""lgarskiâ ezik. url: https://rechnik.chitanka.info/.",,,,,,,Monolingual Bulgarian dictionary,,,,"Rečnik na b""lgarskiâ ezik",online,https://rechnik.chitanka.info/,,,RBEC,,,,,,,,,,,,,,,False,False,
